1Stockflaeche,2Stockflaeche,3JahreszeitenVerandaflaeche,AbgeschirmteVerandaflaeche,Aussenmaterialqualitaet,Aussenmaterialzustand,Baujahr,Bedingung1_EbNA,Bedingung1_EbNU,Bedingung1_EbOA,Bedingung1_EbOU,Bedingung1_Haup,Bedingung1_Norm,Bedingung1_PosA,Bedingung1_PosN,Bedingung1_Zubr,Bedingung2_EbNA,Bedingung2_Haup,Bedingung2_Norm,Bedingung2_PosA,Bedingung2_PosN,Bedingung2_Zubr,Dachmeterial_HolzSchd,Dachmeterial_HolzScht,Dachmeterial_KiesTeer,Dachmeterial_Metall,Dachmeterial_TonFli,Dachmeterial_VerbSch,Dachtyp_Flach,Dachtyp_Giebel,Dachtyp_GiebelS,Dachtyp_Mansarde,Dachtyp_Pult,Dachtyp_Walm,EinfahrtGepflastert_J,EinfahrtGepflastert_N,EinfahrtGepflastert_P,Elektrik_Mix,Elektrik_SLSRo,Elektrik_SichAr,Elektrik_SichDu,Elektrik_SichSc,Fundament_BetonGeg,Fundament_BetonSte,Fundament_Holz,Fundament_Platten,Fundament_Stein,Fundament_ZiegFli,Funktionalitaet,Garagenautos,Garagenflaeche,Garageninnenausbau,Garagenqualitaet,Garagentyp_2Typen,Garagentyp_Abgetr,Garagentyp_CarPort,Garagentyp_Eingeb,Garagentyp_None,Garagentyp_Tiefgar,Garagentyp_Verbund,Garagenzustand,Gebauedetyp_1Fam,Gebauedetyp_2famU,Gebauedetyp_DoppH,Gebauedetyp_StHAb,Gebauedetyp_StHau,Gelaendekontur_Ebn,Gelaendekontur_Erh,Gelaendekontur_Hng,Gelaendekontur_Snk,Gelaendeneigung,GeringequalitaetFlaeche,GeschlosseneVerandaflaeche,Grundstueckanordnung_2St,Grundstueckanordnung_3St,Grundstueckanordnung_Eck,Grundstueckanordnung_Inn,Grundstueckanordnung_SG,Grundstuecksform,Grundstuecksgroesse,Hausqualitaet,Hauszustand,Heizung_GasWD,Heizung_GasWO,Heizung_GravOf,Heizung_NGasWD,Heizung_WandOf,Heizungsqualitaet,Holzdeckflaeche,Kamine,Kaminqualitaet,KellerHalbbadezimmer,KellerVollbadezimmer,Kellerbelichtung,Kellerbereich1,Kellerbereich2,Kellerbereichgroesse1,Kellerbereichgroesse2,KellerbereichgroesseGes,KellerbereichgroesseNAu,Kellerhoehe,Kellerzustand,Klimalanlage,Kuechen,KuechenQualitaet,Mauerwerkflaeche,Mauerwerktyp_Kein,Mauerwerktyp_Stein,Mauerwerktyp_ZiegAlg,Mauerwerktyp_ZiegGla,Nachbarschaft_Altstad,Nachbarschaft_Berkers,Nachbarschaft_Bockenh,Nachbarschaft_Bornhei,Nachbarschaft_Dornbus,Nachbarschaft_Eckenhe,Nachbarschaft_Eisenba,Nachbarschaft_Flughaf,Nachbarschaft_Gallus,Nachbarschaft_Ginnhei,Nachbarschaft_Hausen,Nachbarschaft_Hochsch,Nachbarschaft_Höchst,Nachbarschaft_Kalbach,Nachbarschaft_Nied,Nachbarschaft_Nordend,Nachbarschaft_Oberrad,Nachbarschaft_Riederw,Nachbarschaft_Sachsen,Nachbarschaft_Schwanh,Nachbarschaft_Sindlin,Nachbarschaft_Sossenh,Nachbarschaft_Westend,Nachbarschaft_Wiesend,Nachbarschaft_Zeilshe,OberirdischeHalbbadezimmer,OberirdischeRaueme,OberirdischeVollbadezimmer,OberirdischeWohnflaeche,OffeneVerandaflaeche,Poolflaeche,Poolqualitaet,Schlafzimmer,SondermerkmalWert,Sondermerkmal_2Gar,Sondermerkmal_And,Sondermerkmal_None,Sondermerkmal_Schu,Sondermerkmal_Tenn,Strassenlaenge,Strassentyp_Pfla,Strassentyp_Scho,Umbaujahr,Verkaufsbedingung_Abnormal,Verkaufsbedingung_AngrLand,Verkaufsbedingung_Familie,Verkaufsbedingung_Normal,Verkaufsbedingung_Unfertig,Verkaufsbedingung_Zuweis,Verkaufsjahr,Verkaufsmonat,Verkaufspreis,Verkaufstyp_And,Verkaufstyp_GarB,Verkaufstyp_GarK,Verkaufstyp_GeBU,Verkaufstyp_Neu,Verkaufstyp_Ver,Verkaufstyp_VerA,Verkaufstyp_VerAZ,Verkaufstyp_VerZ,Verkleidung1_AsbeSch,Verkleidung1_AsphSch,Verkleidung1_BetonSt,Verkleidung1_Hartfas,Verkleidung1_Holz,Verkleidung1_HolzSch,Verkleidung1_Metall,Verkleidung1_Sperrho,Verkleidung1_Stein,Verkleidung1_Stuck,Verkleidung1_Vinyl,Verkleidung1_Zement,Verkleidung1_ZiegAlg,Verkleidung1_ZiegMau,Verkleidung2_AsbeSch,Verkleidung2_AsphSch,Verkleidung2_BetonSt,Verkleidung2_Hartfas,Verkleidung2_HlzSch,Verkleidung2_Holz,Verkleidung2_Metall,Verkleidung2_Sperrho,Verkleidung2_Stein,Verkleidung2_Stuck,Verkleidung2_StuckIm,Verkleidung2_Vinyl,Verkleidung2_ZementPl,Verkleidung2_ZiegAll,Verkleidung2_ZiegGla,Versorgung,Wohngebiet_D,Wohngebiet_G (alle),Wohngebiet_WH,Wohngebiet_WM,Wohngebiet_WN,Wohnungsklasse,Wohnungsstil_1.5U,Wohnungsstil_1.5V,Wohnungsstil_1Sto,Wohnungsstil_2.5U,Wohnungsstil_2.5V,Wohnungsstil_2Sto,Wohnungsstil_GFoy,Wohnungsstil_GSto,Zaunqualitaet_GuHol,Zaunqualitaet_GuPrv,Zaunqualitaet_MnHol,Zaunqualitaet_MnPrv,Zaunqualitaet_None,Zufahrtsweg_None,Zufahrtsweg_Pfla,Zufahrtsweg_Scho
148.68,0.0,0.0,18.09,2,3,1969,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,7,2.0,45.9,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,True,False,False,3,1980.18,6,7,False,True,False,False,False,3,0.0,1,4,0.0,1.0,2,5,1,124.74,0.0,143.28,18.54,3,3,True,1,3,12.24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,6,1,148.68,0.0,0.0,0,3,0.0,False,False,True,False,False,20.684476534296028,True,False,2001,False,False,False,True,False,False,2017,7,170000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
109.98,0.0,0.0,0.0,3,2,2020,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,55.35,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,662.4,7,5,False,True,False,False,False,4,0.0,0,0,0.0,0.0,1,6,1,2.16,0.0,109.98,107.82,4,3,True,1,3,7.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,2,109.98,4.86,0.0,0,2,0.0,False,False,True,False,False,19.2,True,False,2020,False,False,False,True,False,False,2020,3,158950.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
193.59,44.55,0.0,0.0,3,1,1984,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,4,2.0,49.5,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,False,False,False,True,0,0.0,0.0,False,False,True,False,False,2,1289.7,7,4,False,True,False,False,False,3,57.69,4,3,2.0,1.0,3,5,4,92.07,44.73,157.32,20.52,4,3,True,1,3,13.05,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,9,2,238.14,9.0,72.0,3,3,0.0,False,False,True,False,False,30.0,True,False,1984,False,False,False,True,False,False,2016,1,221000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,80,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
116.64,0.0,0.0,0.0,2,2,1977,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,7,2.0,46.44,1,3,False,False,True,False,False,False,False,3,False,False,True,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,971.19,4,5,False,True,False,False,False,2,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,True,2,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,6,2,116.64,0.0,0.0,0,2,425.0,False,False,False,True,False,21.6,True,False,1977,False,False,False,True,False,False,2016,10,76500.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,False,False,False,False,True,90,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
96.93,0.0,0.0,0.0,2,1,1930,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2,1.0,30.42,1,1,False,True,False,False,False,False,False,1,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,True,False,False,3,807.03,5,2,False,True,False,False,False,3,0.0,0,0,0.0,0.0,1,1,1,0.0,0.0,86.49,86.49,2,1,True,1,2,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,1,96.93,0.0,0.0,0,2,0.0,False,False,True,False,False,18.0,True,False,1960,True,False,False,False,False,False,2017,11,56950.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,False,False,False,True,False,30,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
66.42,67.77,0.0,0.0,3,2,2016,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,43.56,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,749.97,7,5,False,True,False,False,False,3,9.0,1,4,0.0,0.0,1,1,1,0.0,0.0,66.42,66.42,4,3,True,1,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,7,2,134.19,2.7,0.0,0,3,0.0,False,False,True,False,False,19.2,True,False,2016,False,False,False,True,False,False,2017,5,143373.75,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,60,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
90.72,0.0,0.0,0.0,2,2,1962,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,7,1.0,25.2,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,1150.02,5,6,False,True,False,False,False,4,0.0,0,0,0.0,1.0,1,6,1,59.22,0.0,90.72,31.5,3,3,True,1,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,4,1,90.72,13.86,0.0,0,2,0.0,False,False,True,False,False,19.8,True,False,2013,False,False,False,True,False,False,2016,1,118575.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
85.59,0.0,0.0,0.0,2,2,1946,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,7,1.0,29.43,1,3,False,True,False,False,False,False,False,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,788.85,4,6,False,True,False,False,False,4,0.0,0,0,0.0,0.0,1,5,1,25.65,0.0,85.59,59.94,3,3,False,1,2,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,1,85.59,2.52,0.0,0,2,0.0,False,False,True,False,False,15.0,True,False,1960,True,False,False,False,False,False,2016,4,90525.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,False,False,False,True,False,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
77.94,45.36,0.0,7.56,1,1,1920,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,7,1.0,23.76,1,3,False,True,False,False,False,False,False,2,True,False,False,False,False,True,False,False,False,0,10.26,0.0,False,False,True,False,False,3,928.8,4,1,False,True,False,False,False,1,1.26,0,0,0.0,0.0,1,1,1,0.0,0.0,69.39,69.39,3,2,True,1,2,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,2,133.56,18.99,0.0,0,3,0.0,False,False,True,False,False,18.0,True,False,1960,True,False,False,False,False,False,2017,9,42500.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,False,False,False,True,False,50,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
122.22,0.0,0.0,0.0,3,2,2015,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,43.56,2,3,False,False,False,False,False,False,True,3,False,False,False,True,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,2,621.36,6,5,False,True,False,False,False,4,17.28,1,4,0.0,0.0,3,5,1,75.24,0.0,122.22,46.98,4,3,True,1,3,21.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,6,2,122.22,3.24,0.0,0,2,0.0,False,False,True,False,False,14.1,True,False,2015,False,False,False,True,False,False,2019,8,181050.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,120,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
105.93,0.0,0.0,0.0,2,2,1994,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,7,2.0,44.55,3,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,True,False,False,False,False,3,1066.5,6,6,False,True,False,False,False,2,18.36,0,0,0.0,0.0,1,5,1,70.29,0.0,103.77,33.48,4,3,True,1,3,8.82,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,6,2,105.93,9.27,0.0,0,3,0.0,False,False,True,False,False,23.7,True,False,1994,False,False,False,True,False,False,2017,8,128775.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
85.05,59.67,0.0,0.0,2,2,2007,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,42.3,3,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,True,False,False,2,916.11,6,5,False,True,False,False,False,4,22.68,1,3,0.0,0.0,1,5,1,76.23,0.0,85.05,8.82,4,3,True,1,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,7,2,144.72,2.7,0.0,0,3,0.0,False,False,True,False,False,26.4,True,False,2007,False,False,False,True,False,False,2019,7,161075.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,60,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
136.08,0.0,0.0,0.0,3,2,2014,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,3.0,76.05,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,2,912.69,8,5,False,True,False,False,False,4,18.9,0,0,0.0,0.0,3,4,3,46.44,69.66,136.08,19.98,4,3,True,1,3,23.76,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,6,2,136.08,3.24,0.0,0,3,0.0,False,False,True,False,False,22.8,True,False,2014,False,False,False,True,False,False,2019,1,172550.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
148.14,0.0,0.0,13.95,3,2,2014,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,43.38,3,3,False,False,False,False,False,False,True,3,False,False,False,True,False,False,False,True,False,1,0.0,0.0,False,False,False,True,False,2,345.78,8,5,False,True,False,False,False,4,11.52,1,4,1.0,1.0,3,6,1,123.57,0.0,143.46,19.89,5,3,True,1,3,15.66,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,2,148.14,4.77,0.0,0,2,0.0,False,False,True,False,False,13.2,True,False,2015,False,False,False,True,False,False,2018,1,233750.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,False,False,False,True,False,120,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
75.15,0.0,0.0,0.0,2,2,1930,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,7,1.0,32.94,1,2,False,False,False,False,False,True,False,3,True,False,False,False,False,True,False,False,False,0,0.0,6.93,False,False,True,False,False,3,956.25,5,5,False,True,False,False,False,1,0.0,0,0,0.0,0.0,1,5,1,9.72,0.0,41.22,31.5,3,3,False,1,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,1,75.15,0.0,0.0,0,2,340.0,False,False,False,True,False,25.5,True,False,1960,True,False,False,False,False,False,2020,5,70550.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,30,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
165.24,0.0,0.0,0.0,3,2,2014,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,3.0,77.58,3,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,2,1022.58,8,5,False,True,False,False,False,4,11.25,1,4,0.0,1.0,2,6,1,93.51,0.0,165.24,71.73,5,3,True,1,3,3.78,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,7,2,165.24,16.65,0.0,0,3,0.0,False,False,True,False,False,32.1,True,False,2015,False,False,False,True,False,False,2019,3,238000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
66.42,66.42,0.0,0.0,3,2,2017,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,49.68,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,2,733.05,7,5,False,True,False,False,False,4,0.0,0,0,0.0,0.0,1,1,1,0.0,0.0,66.42,66.42,4,3,True,1,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,7,2,132.84,3.15,0.0,0,3,0.0,False,False,True,False,False,21.0,True,False,2017,False,False,False,False,True,False,2017,6,152490.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,60,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
55.44,61.92,0.0,0.0,2,2,1987,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,1.0,30.24,2,3,False,False,False,True,False,False,False,3,False,False,False,True,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,239.85,5,6,False,True,False,False,False,2,12.69,1,3,0.0,0.0,2,1,1,0.0,0.0,23.76,23.76,4,3,True,1,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,5,1,117.36,0.0,0.0,0,3,0.0,False,False,True,False,False,12.3,True,False,1987,False,False,False,True,False,False,2016,5,88825.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,False,False,False,True,False,160,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
111.78,0.0,0.0,0.0,2,2,1983,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,7,2.0,47.52,1,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,864.0,7,6,False,True,False,False,False,1,0.0,1,3,0.0,0.0,1,5,1,82.44,0.0,111.78,29.34,3,3,True,1,2,28.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,6,1,111.78,0.0,0.0,0,3,0.0,False,False,True,False,False,24.0,True,False,1983,False,False,False,True,False,False,2017,9,149175.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
135.18,0.0,0.0,12.6,3,2,1995,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,47.52,2,3,False,False,False,False,False,False,True,3,False,False,False,True,False,True,False,False,False,0,0.0,0.0,False,False,True,False,False,2,613.8,8,5,False,True,False,False,False,2,0.0,0,0,0.0,1.0,3,6,4,33.12,100.8,133.92,0.0,4,3,True,1,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,4,1,135.18,4.86,0.0,0,1,0.0,False,False,True,False,False,20.684476534296028,True,False,1995,False,False,False,True,False,False,2020,6,180200.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,120,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
113.58,0.0,0.0,0.0,2,2,1986,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,7,2.0,41.4,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,True,False,False,False,False,3,864.0,6,8,False,True,False,False,False,4,26.82,1,3,1.0,0.0,3,5,1,88.02,0.0,113.58,25.56,4,3,True,1,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,6,2,113.58,0.0,0.0,0,3,0.0,False,False,True,False,False,24.0,True,False,1986,False,False,False,True,False,False,2017,5,154275.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
104.94,101.61,0.0,0.0,3,2,2002,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,53.1,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,False,True,2,1201.14,7,5,False,True,False,False,False,4,0.0,1,3,0.0,1.0,1,6,1,65.52,0.0,98.55,33.03,4,3,True,1,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,9,2,206.55,3.6,0.0,0,4,0.0,False,False,True,False,False,20.684476534296028,True,False,2010,False,False,False,True,False,False,2016,7,227800.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,60,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
